,id,popularity,release_date,title,vote_average,vote_count,day,month,release_year,weekday
18462,72186,0.779376,2010-03-13,Thunder Soul,8.4,4.0,13.0,3.0,2010.0,sábado
18464,57190,0.849703,2003-05-16,Vlad,3.1,7.0,16.0,5.0,2003.0,viernes
18466,73562,4.766939,2011-05-10,Declaration of War,7.0,66.0,10.0,5.0,2011.0,martes
18467,54054,6.322435,2012-01-26,One for the Money,5.3,392.0,26.0,1.0,2012.0,jueves
18470,96495,0.082658,2011-01-20,Becoming Chaz,5.0,2.0,20.0,1.0,2011.0,jueves
18471,35659,0.04179,1984-10-14,Countdown to Looking Glass,6.0,1.0,14.0,10.0,1984.0,domingo
18472,80591,4.974482,2011-09-01,W.E.,5.8,62.0,1.0,9.0,2011.0,jueves
18473,58428,8.560726,2011-12-01,The Innkeepers,5.4,223.0,1.0,12.0,2011.0,jueves
18476,19235,1.429466,2008-01-01,Dog Tags,3.4,7.0,1.0,1.0,2008.0,martes
18477,78698,6.159379,2012-02-02,Big Miracle,6.6,153.0,2.0,2.0,2012.0,jueves
18478,85949,1.135123,2011-03-24,Collision Earth,6.0,11.0,24.0,3.0,2011.0,jueves
18481,101520,0.673138,2009-09-10,Reel Injun,7.1,8.0,10.0,9.0,2009.0,jueves
18483,76142,0.887268,2010-05-05,Cameraman: The Life and Work of Jack Cardiff,7.4,9.0,5.0,5.0,2010.0,miércoles
18486,57343,0.941683,2003-06-22,This Time Around,5.2,11.0,22.0,6.0,2003.0,domingo
18487,43711,0.660874,2009-11-16,Enid,6.2,6.0,16.0,11.0,2009.0,lunes
18491,50698,5.324419,2011-09-09,Grave Encounters,6.2,385.0,9.0,9.0,2011.0,viernes
18496,409900,0.04353,2011-11-11,Forever Yours,5.0,1.0,11.0,11.0,2011.0,viernes
18497,38371,1.170163,2002-03-15,The Career of Nikos Dyzma,6.1,7.0,15.0,3.0,2002.0,viernes
18499,76726,12.47441,2012-02-01,Chronicle,6.6,1965.0,1.0,2.0,2012.0,miércoles
18500,65086,8.896679,2012-02-01,The Woman in Black,6.1,1237.0,1.0,2.0,2012.0,miércoles
18501,148033,0.585939,1993-09-17,Dottie Gets Spanked,6.2,5.0,17.0,9.0,1993.0,viernes
18504,52850,4.456701,2010-12-30,Toast,6.3,72.0,30.0,12.0,2010.0,jueves
18505,64678,5.24456,2011-06-17,The Art of Getting By,6.4,430.0,17.0,6.0,2011.0,viernes
18508,67911,3.640776,2011-09-09,Bucky Larson: Born to Be a Star,4.4,51.0,9.0,9.0,2011.0,viernes
18510,25058,0.056741,2006-06-16,Can Mr. Smith Get to Washington Anymore?,0.0,0.0,16.0,6.0,2006.0,viernes
18512,26223,2.179154,2009-10-23,The Canyon,5.9,28.0,23.0,10.0,2009.0,viernes
18514,192695,0.636167,2011-06-06,All Watched Over by Machines of Loving Grace,8.1,10.0,6.0,6.0,2011.0,lunes
18515,42409,0.100013,1985-11-07,Yes: 9012 live,0.0,1.0,7.0,11.0,1985.0,jueves
18517,75170,2.380795,2010-06-01,Third Star,7.5,47.0,1.0,6.0,2010.0,martes
18518,30849,1.202831,2008-10-18,Living Proof,3.0,2.0,18.0,10.0,2008.0,sábado
18519,15167,6.879235,2001-09-30,Barbie in the Nutcracker,6.4,182.0,30.0,9.0,2001.0,domingo
18520,13976,0.786409,2004-11-15,Dylan Moran: Monster,7.8,14.0,15.0,11.0,2004.0,lunes
18521,13586,0.688381,2006-11-13,"Dylan Moran: Like, Totally...",7.5,11.0,13.0,11.0,2006.0,lunes
18522,26118,0.695655,2009-11-23,Dylan Moran: What It Is,7.6,11.0,23.0,11.0,2009.0,lunes
18523,79133,0.881995,2011-11-14,"Dylan Moran: Yeah, Yeah",7.5,9.0,14.0,11.0,2011.0,lunes
18524,59961,8.338675,2012-02-09,Safe House,6.3,1361.0,9.0,2.0,2012.0,jueves
18525,72570,9.524298,2012-02-05,The Vow,7.0,1328.0,5.0,2.0,2012.0,domingo
18526,63749,6.218698,2011-06-25,Swamp Shark,4.3,28.0,25.0,6.0,2011.0,sábado
18532,25143,1.389902,2007-11-11,My Boy Jack,6.5,19.0,11.0,11.0,2007.0,domingo
18533,80379,4.297654,2011-12-10,Louis C.K.: Live at the Beacon Theater,8.1,80.0,10.0,12.0,2011.0,sábado
18534,69266,0.143994,1983-03-20,Special Bulletin,6.8,4.0,20.0,3.0,1983.0,domingo
18536,75000,0.385288,2011-09-09,The Black Power Mixtape 1967-1975,7.7,6.0,9.0,9.0,2011.0,viernes
18538,14205,1.632609,2007-06-16,Holding Trevor,4.7,13.0,16.0,6.0,2007.0,sábado
18540,63217,0.00482,2009-10-06,At Home by Myself... with You,0.0,0.0,6.0,10.0,2009.0,martes
18543,84028,0.005645,1989-01-01,Warsaw Bridge,5.0,1.0,1.0,1.0,1989.0,domingo
18546,125695,0.001293,2000-03-11,BookWars,0.0,0.0,11.0,3.0,2000.0,sábado
18549,84200,10.378756,2012-08-31,"For a Good Time, Call...",5.8,111.0,31.0,8.0,2012.0,viernes
18550,37621,0.306716,1994-01-01,The Jodorowsky Constellation,6.1,6.0,1.0,1.0,1994.0,sábado
18551,99254,0.572324,2011-09-18,Casey Jones,3.8,4.0,18.0,9.0,2011.0,domingo
18552,73700,1.363957,2010-09-17,Janie Jones,6.2,13.0,17.0,9.0,2010.0,viernes
18554,72545,9.46307,2012-01-19,Journey 2: The Mysterious Island,5.8,1050.0,19.0,1.0,2012.0,jueves
18555,124847,0.81627,1997-11-06,Stella Does Tricks,6.2,5.0,6.0,11.0,1997.0,jueves
18559,51999,11.047948,2011-01-24,Perfect Sense,6.9,298.0,24.0,1.0,2011.0,lunes
18560,47763,16.544322,2010-10-14,The Shrine,5.8,81.0,14.0,10.0,2010.0,jueves
18561,16702,0.148466,2007-01-01,Israeli Intelligence,4.3,2.0,1.0,1.0,2007.0,lunes
18562,126016,0.007134,2008-10-18,Johnny Cash at Folsom Prison,0.0,0.0,18.0,10.0,2008.0,sábado
18563,83716,1.243187,2010-06-09,Fake,5.0,3.0,9.0,6.0,2010.0,miércoles
18564,84001,0.004351,1986-01-01,Forest of Bliss,6.0,2.0,1.0,1.0,1986.0,miércoles
18566,79940,1.870115,2012-03-02,Tim and Eric's Billion Dollar Movie,5.2,35.0,2.0,3.0,2012.0,viernes
18568,189076,0.75045,1998-02-09,Kuningasjätkä,5.8,5.0,9.0,2.0,1998.0,lunes
18570,29483,3.124151,2009-06-13,Beautiful Kate,6.0,22.0,13.0,6.0,2009.0,sábado
18576,71184,1.25742,2010-04-25,When Love Is Not Enough: The Lois Wilson Story,4.4,5.0,25.0,4.0,2010.0,domingo
18579,84917,0.171364,2012-01-20,The City Dark,8.7,3.0,20.0,1.0,2012.0,viernes
18580,75469,0.509306,2011-10-14,Oka!,2.5,2.0,14.0,10.0,2011.0,viernes
18581,83732,0.274196,2011-10-14,Bombay Beach,6.5,7.0,14.0,10.0,2011.0,viernes
18586,29564,6.102148,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,88.0,19.0,1.0,2010.0,martes
18587,71771,1.213981,2011-12-09,Knuckle,5.1,11.0,9.0,12.0,2011.0,viernes
18593,14933,1.687672,2005-04-21,The Truth About Love,4.2,23.0,21.0,4.0,2005.0,jueves
18594,73921,0.051972,2010-11-18,Plans for Tomorrow,5.0,1.0,18.0,11.0,2010.0,jueves
18596,106199,0.785386,2000-09-14,Así es la vida...,5.0,2.0,14.0,9.0,2000.0,jueves
18599,29750,0.074941,1992-08-12,Metallica: A Year and a Half in the Life Of...,6.8,7.0,12.0,8.0,1992.0,miércoles
18601,81716,1.235847,2011-09-09,We Were Here,7.6,16.0,9.0,9.0,2011.0,viernes
18604,82762,0.001262,2001-02-09,New York in the 50's,0.0,0.0,9.0,2.0,2001.0,viernes
18605,70954,10.265386,2011-10-06,The Hunter,6.7,237.0,6.0,10.0,2011.0,jueves
18606,74471,3.298062,2010-08-30,The Dead,5.8,65.0,30.0,8.0,2010.0,lunes
18609,71676,9.421301,2011-12-10,Ghost Rider: Spirit of Vengeance,4.7,1163.0,10.0,12.0,2011.0,sábado
18611,158920,0.018795,1998-10-04,The Souler Opposite,0.0,0.0,4.0,10.0,1998.0,domingo
18614,21634,9.598968,2009-02-27,Prayers for Bobby,7.5,99.0,27.0,2.0,2009.0,viernes
18615,70374,0.577649,1995-01-01,Little Criminals,7.6,8.0,1.0,1.0,1995.0,domingo
18616,44053,0.004709,2008-07-25,Bustin' Down the Door,0.0,0.0,25.0,7.0,2008.0,viernes
18617,27902,6.608369,2005-11-01,Love Wrecked,4.8,137.0,1.0,11.0,2005.0,martes
18618,55802,0.081059,2009-12-17,The World According to Ion B.,8.3,2.0,17.0,12.0,2009.0,jueves
18619,186755,0.027563,1997-03-07,Territorio comanche,0.0,0.0,7.0,3.0,1997.0,viernes
18621,54507,1.054258,2009-04-09,A Very Potter Musical,7.7,20.0,9.0,4.0,2009.0,jueves
18622,59017,0.471348,2010-07-22,A Very Potter Sequel,7.2,12.0,22.0,7.0,2010.0,jueves
18624,51875,0.774843,2010-06-10,Miss Nobody,4.3,15.0,10.0,6.0,2010.0,jueves
18625,73936,4.774096,2011-10-14,Retreat,5.5,83.0,14.0,10.0,2011.0,viernes
18626,46504,0.433573,2009-04-23,Guy and Madeline on a Park Bench,6.0,11.0,23.0,4.0,2009.0,jueves
18629,26397,3.431403,1990-09-23,The Civil War,9.2,15.0,23.0,9.0,1990.0,domingo
18630,83860,1.604527,2011-10-30,October Baby,6.8,35.0,30.0,10.0,2011.0,domingo
18633,98096,0.011529,2009-11-20,Live Music,0.0,0.0,20.0,11.0,2009.0,viernes
18636,168210,2.539238,2011-12-10,Bag of Bones,5.8,41.0,10.0,12.0,2011.0,sábado
18638,70876,1.175587,2011-09-02,Seven Days in Utopia,5.1,20.0,2.0,9.0,2011.0,viernes
18641,52454,7.006573,2010-12-21,Mega Shark vs. Crocosaurus,2.7,39.0,21.0,12.0,2010.0,martes
18642,71672,10.039999,2011-10-17,Wrong Turn 4: Bloody Beginnings,5.2,221.0,17.0,10.0,2011.0,lunes
18646,71254,9.965719,2011-10-11,Arena,5.0,90.0,11.0,10.0,2011.0,martes
18649,53033,0.592315,2008-03-31,Poppy Shakespeare,0.0,0.0,31.0,3.0,2008.0,lunes
18650,32708,0.908927,2000-10-10,Freedom,8.0,2.0,10.0,10.0,2000.0,martes
18652,36427,1.107049,2002-10-23,I Saw Mommy Kissing Santa Claus,3.8,3.0,23.0,10.0,2002.0,miércoles
18653,45569,3.320135,2010-11-05,Red Hill,6.2,55.0,5.0,11.0,2010.0,viernes
18654,17790,1.496878,1985-10-01,Zone Troopers,3.6,10.0,1.0,10.0,1985.0,martes
18655,15086,0.457317,1998-11-01,La Patinoire,7.0,1.0,1.0,11.0,1998.0,domingo
18656,48458,0.213018,2001-09-04,The Secret Glory,6.2,6.0,4.0,9.0,2001.0,martes
18657,85883,0.187194,2001-03-09,The Woman Who Drinks,8.0,1.0,9.0,3.0,2001.0,viernes
18658,25831,2.312207,1990-11-16,The Prince and the Pauper,6.7,32.0,16.0,11.0,1990.0,viernes
18663,79548,9.384244,2012-02-23,Gone,5.9,346.0,23.0,2.0,2012.0,jueves
18665,72213,7.666558,2011-09-30,Courageous,6.8,77.0,30.0,9.0,2011.0,viernes
18666,17345,0.830533,2003-01-01,Flywheel,6.8,20.0,1.0,1.0,2003.0,miércoles
18667,57214,9.803023,2012-03-01,Project X,6.5,1624.0,1.0,3.0,2012.0,jueves
18668,73723,7.689395,2012-03-01,The Lorax,6.3,1048.0,1.0,3.0,2012.0,jueves
18669,25228,0.472319,2007-02-09,Darling,6.8,5.0,9.0,2.0,2007.0,viernes
18670,73937,10.267905,2011-10-13,The Big Year,5.6,252.0,13.0,10.0,2011.0,jueves
18671,214349,0.059731,1981-02-27,The Liar,7.0,1.0,27.0,2.0,1981.0,viernes
18674,75674,12.159818,2012-02-24,Act of Valor,6.3,420.0,24.0,2.0,2012.0,viernes
18675,38674,2.158798,1999-07-15,Trailer Park Boys,7.4,21.0,15.0,7.0,1999.0,jueves
18677,82620,2.095496,2011-03-13,Undefeated,7.9,24.0,13.0,3.0,2011.0,domingo
18678,59962,12.366641,2012-02-14,This Means War,5.9,1411.0,14.0,2.0,2012.0,martes
18684,26642,4.697126,1988-12-21,The Dark Side of the Sun,4.7,18.0,21.0,12.0,1988.0,miércoles
18685,49529,14.670353,2012-03-07,John Carter,6.1,2170.0,7.0,3.0,2012.0,miércoles
18686,123320,0.043575,2012-01-25,Canned Dreams,10.0,1.0,25.0,1.0,2012.0,miércoles
18689,59974,0.146422,2009-09-13,Genius Within: The Inner Life of Glenn Gould,6.9,4.0,13.0,9.0,2009.0,domingo
18690,85963,0.218364,2010-07-02,Great Directors,6.2,6.0,2.0,7.0,2010.0,viernes
18693,74406,2.129679,2011-05-29,Queen: Days of Our Lives,6.7,13.0,29.0,5.0,2011.0,domingo
18697,68450,3.128824,2011-09-08,The Art of Flight,8.3,70.0,8.0,9.0,2011.0,jueves
18699,64288,3.089226,2011-05-06,Forks Over Knives,7.0,46.0,6.0,5.0,2011.0,viernes
18703,74387,8.817924,2012-01-06,Goon,6.5,338.0,6.0,1.0,2012.0,viernes
18708,52349,0.919874,2010-03-07,In Gold We Trust,5.2,14.0,7.0,3.0,2010.0,domingo
18710,48373,2.984894,2010-08-14,Listen to Your Heart,7.5,38.0,14.0,8.0,2010.0,sábado
18711,47682,1.1e-05,1983-01-01,Dead on Time,0.0,0.0,1.0,1.0,1983.0,sábado
18713,77949,9.336568,2011-08-17,The Awakening,6.3,470.0,17.0,8.0,2011.0,miércoles
18714,41411,6.951496,2010-03-10,The Round Up,7.5,325.0,10.0,3.0,2010.0,miércoles
18715,45595,4.435032,2010-10-01,Miral,5.1,15.0,1.0,10.0,2010.0,viernes
18716,28524,0.886139,2009-12-29,Princess of Mars,3.1,10.0,29.0,12.0,2009.0,martes
18719,91010,12.844171,2012-03-09,Game Change,6.4,98.0,9.0,3.0,2012.0,viernes
18720,216672,0.003174,1999-09-12,Kill by Inches,0.0,0.0,12.0,9.0,1999.0,domingo
18721,63493,4.883085,2011-05-06,The Ledge,5.9,103.0,6.0,5.0,2011.0,viernes
18723,64688,11.250764,2012-03-12,21 Jump Street,6.7,4151.0,12.0,3.0,2012.0,lunes
18724,82532,5.872794,2011-09-13,"Jeff, Who Lives at Home",6.1,220.0,13.0,9.0,2011.0,martes
18725,14346,0.766839,2004-01-01,Blackballed: The Bobby Dukes Story,5.5,5.0,1.0,1.0,2004.0,jueves
18728,293097,0.014956,1986-03-28,Harmagedon - Erään maailman loppu,0.0,0.0,28.0,3.0,1986.0,viernes
18730,25435,0.521044,2001-09-13,Treed Murray,7.8,5.0,13.0,9.0,2001.0,jueves
18735,81796,8.772263,2012-04-12,Lockout,5.8,722.0,12.0,4.0,2012.0,jueves
18737,70585,8.954166,2011-07-15,Lucky,4.9,31.0,15.0,7.0,2011.0,viernes
18738,54358,1.538625,2011-08-01,Resurrect Dead: The Mystery of the Toynbee Tiles,6.9,18.0,1.0,8.0,2011.0,lunes
18739,81390,6.780752,2011-04-09,A Lonely Place to Die,6.2,160.0,9.0,4.0,2011.0,sábado
18741,67748,5.322953,2011-05-16,Snowtown,6.3,107.0,16.0,5.0,2011.0,lunes
18743,52826,0.626202,1984-09-06,Nothing Lasts Forever,7.1,8.0,6.0,9.0,1984.0,jueves
18744,113038,0.042815,2011-02-16,Zero Bridge,5.0,1.0,16.0,2.0,2011.0,miércoles
18745,45273,0.653979,2009-11-02,The Bleeding,2.9,10.0,2.0,11.0,2009.0,lunes
18746,95675,1.237533,2011-12-16,Wreckers,5.9,15.0,16.0,12.0,2011.0,viernes
18747,36944,0.729334,2009-02-03,Fat Head,6.6,17.0,3.0,2.0,2009.0,martes
18748,114412,0.321714,1997-06-02,Public Housing,8.5,2.0,2.0,6.0,1997.0,lunes
18750,273807,0.002353,2003-10-11,Last Exit,0.0,0.0,11.0,10.0,2003.0,sábado
18751,79754,1.241674,2011-11-04,Verbo,4.0,11.0,4.0,11.0,2011.0,viernes
18752,64108,2.219179,2010-10-01,The Frankenstein Syndrome,4.9,20.0,1.0,10.0,2010.0,viernes
18753,99698,0.252078,2003-10-01,A Thousand Months,5.0,4.0,1.0,10.0,2003.0,miércoles
18757,55245,0.077485,2010-01-01,!Women Art Revolution,4.3,2.0,1.0,1.0,2010.0,viernes
18758,80304,5.00162,2012-03-15,Casa De Mi Padre,5.5,104.0,15.0,3.0,2012.0,jueves
18759,56591,3.784339,2011-01-21,Corman's World: Exploits of a Hollywood Rebel,7.4,23.0,21.0,1.0,2011.0,viernes
18761,40056,0.189572,2004-06-01,Prom Queen: The Marc Hall Story,5.6,5.0,1.0,6.0,2004.0,martes
18762,48038,1.64424,1994-12-31,Evolver,5.7,6.0,31.0,12.0,1994.0,sábado
18764,214857,0.270341,2011-10-11,Dragon Age: Redemption,7.0,1.0,11.0,10.0,2011.0,martes
18765,80767,7.789413,2011-06-11,Jiro Dreams of Sushi,7.8,239.0,11.0,6.0,2011.0,sábado
18766,82533,5.910385,2012-04-06,Damsels in Distress,5.6,67.0,6.0,4.0,2012.0,viernes
18767,74237,0.766082,2002-04-19,A Skin Too Few: The Days of Nick Drake,7.3,6.0,19.0,4.0,2002.0,viernes
18769,61895,0.404649,2008-12-26,Pageant,5.3,3.0,26.0,12.0,2008.0,viernes
18771,33569,0.726311,2008-01-18,White Night Wedding,5.5,2.0,18.0,1.0,2008.0,viernes
18772,81025,6.753328,2011-09-10,Salmon Fishing in the Yemen,6.3,325.0,10.0,9.0,2011.0,sábado
18776,89191,0.475948,2012-03-08,Saving Face,7.1,8.0,8.0,3.0,2012.0,jueves
18778,94204,3.554939,2012-05-03,Meeting Evil,4.7,59.0,3.0,5.0,2012.0,jueves
18779,57165,7.739904,2012-03-27,Wrath of the Titans,5.5,1459.0,27.0,3.0,2012.0,martes
18780,44032,10.518,2012-03-09,Bending The Rules,5.2,22.0,9.0,3.0,2012.0,viernes
18784,74308,4.179477,2011-04-24,Detachment,7.3,343.0,24.0,4.0,2011.0,domingo
18786,26881,1.92429,1988-02-21,The Incredible Hulk Returns,5.4,19.0,21.0,2.0,1988.0,domingo
18787,75576,0.719529,2011-12-02,Answers to Nothing,4.1,4.0,2.0,12.0,2011.0,viernes
18788,86820,7.716763,2011-09-07,4:44 Last Day on Earth,4.4,48.0,7.0,9.0,2011.0,miércoles
18789,10679,19.561767,2012-03-10,Iron Sky,5.6,563.0,10.0,3.0,2012.0,sábado
18791,74777,4.54174,2011-03-03,Absentia,5.8,121.0,3.0,3.0,2011.0,jueves
18792,70845,1.03959,2011-07-25,There's Something Wrong with Aunt Diane,6.7,22.0,25.0,7.0,2011.0,lunes
18793,71552,8.10609,2012-04-04,American Reunion,6.1,1641.0,4.0,4.0,2012.0,miércoles
18794,66895,0.295864,2010-10-15,Ticked-Off Trannies with Knives,5.6,7.0,15.0,10.0,2010.0,viernes
18796,22970,14.811958,2012-04-12,The Cabin in the Woods,6.6,2314.0,12.0,4.0,2012.0,jueves
18798,74306,10.00161,2011-09-09,God Bless America,7.0,373.0,9.0,9.0,2011.0,viernes
18799,87098,0.093639,2011-03-18,The Desert of Forbidden Art,5.0,1.0,18.0,3.0,2011.0,viernes
18800,80432,0.328428,2011-04-10,The Wayshower,0.0,0.0,10.0,4.0,2011.0,domingo
18802,72958,0.591562,2002-11-08,The Clay Bird,6.1,12.0,8.0,11.0,2002.0,viernes
18805,251797,0.017455,2011-02-04,The Unknown Woman,0.0,0.0,4.0,2.0,2011.0,viernes
18806,28136,0.81335,2009-06-10,Popatopolis,6.9,7.0,10.0,6.0,2009.0,miércoles
18812,36228,0.830977,1998-01-01,Genesis,6.7,16.0,1.0,1.0,1998.0,jueves
18816,39172,0.396803,2009-10-23,After,5.3,3.0,23.0,10.0,2009.0,viernes
18820,91070,10.114319,2011-06-18,L!fe Happens,5.3,66.0,18.0,6.0,2011.0,sábado
18821,14686,1.61398,2008-10-24,Midnight Movie,5.6,22.0,24.0,10.0,2008.0,viernes
18822,75132,0.016421,1988-08-05,Ollie Hopnoodle's Haven of Bliss,10.0,1.0,5.0,8.0,1988.0,viernes
18824,92182,10.239941,2011-01-21,Silent House,5.2,125.0,21.0,1.0,2011.0,viernes
18825,75778,0.705208,2000-12-31,Wild About Harry,4.3,2.0,31.0,12.0,2000.0,domingo
18826,274325,0.342396,1997-01-05,Keeping the Promise,0.0,0.0,5.0,1.0,1997.0,domingo
18827,42960,0.002001,1987-11-13,Helsinki Napoli - All Night Long,6.0,1.0,13.0,11.0,1987.0,viernes
18828,76489,13.371056,2012-04-13,The Three Stooges,4.9,143.0,13.0,4.0,2012.0,viernes
18829,70436,7.254242,2012-03-09,The Raven,6.1,432.0,9.0,3.0,2012.0,viernes
18830,76346,1.527842,2011-04-13,The Ballad of Nessie,7.3,22.0,13.0,4.0,2011.0,miércoles
18831,54271,2.608546,2011-01-17,The Big Bang,5.5,40.0,17.0,1.0,2011.0,lunes
18832,62764,14.170183,2012-03-15,Mirror Mirror,5.5,1148.0,15.0,3.0,2012.0,jueves
18833,44833,13.106966,2012-04-11,Battleship,5.5,2141.0,11.0,4.0,2012.0,miércoles
18835,206953,1.64978,2011-04-03,Louis Theroux: America's Most Hated Family in Crisis,7.5,16.0,3.0,4.0,2011.0,domingo
18837,206997,0.989832,2011-09-03,Appropriate Adult,7.0,3.0,3.0,9.0,2011.0,sábado
18841,74534,9.23046,2011-11-28,The Best Exotic Marigold Hotel,6.9,468.0,28.0,11.0,2011.0,lunes
18842,41120,0.835435,2010-06-29,Rush: Beyond the Lighted Stage,8.2,21.0,29.0,6.0,2010.0,martes
18843,58287,0.49163,2011-03-03,Position Among the Stars,9.0,3.0,3.0,3.0,2011.0,jueves
18845,77881,0.235518,2011-07-01,Crime After Crime,5.3,3.0,1.0,7.0,2011.0,viernes
18846,91292,0.635191,2011-11-11,Black Pond,5.3,7.0,11.0,11.0,2011.0,viernes
18849,40720,6.782478,2010-07-30,Twelve,6.0,99.0,30.0,7.0,2010.0,viernes
18850,60405,14.129281,2011-04-19,Sharpay's Fabulous Adventure,5.3,110.0,19.0,4.0,2011.0,martes
18851,86455,0.00737,2009-05-22,"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",0.0,0.0,22.0,5.0,2009.0,viernes
18852,91356,2.728108,2011-09-10,Comic-Con Episode IV: A Fan's Hope,6.6,15.0,10.0,9.0,2011.0,sábado
18855,84404,2.599768,2011-04-23,Bully,7.2,63.0,23.0,4.0,2011.0,sábado
18856,74447,1.282498,2010-10-26,The Hammer,6.0,11.0,26.0,10.0,2010.0,martes
18857,18591,1.596275,1995-01-04,Uncovered,5.5,12.0,4.0,1.0,1995.0,miércoles
18861,75802,14.331454,2011-06-06,Hysteria,6.6,262.0,6.0,6.0,2011.0,lunes
18862,39509,0.105417,2009-05-01,Cold Storage,4.0,2.0,1.0,5.0,2009.0,viernes
18865,31967,13.157995,2010-02-09,Dante's Inferno: An Animated Epic,6.0,62.0,9.0,2.0,2010.0,martes
18866,45347,1.732076,2011-04-20,The Bleeding House,5.2,18.0,20.0,4.0,2011.0,miércoles
18868,53191,0.041164,2007-03-11,Crazy Sexy Cancer,6.0,1.0,11.0,3.0,2007.0,domingo
18870,37434,1.381287,2007-09-22,Devil's Diary,4.0,9.0,22.0,9.0,2007.0,sábado
18873,138719,1.362725,2011-11-05,Super Demetrios,6.0,1.0,5.0,11.0,2011.0,sábado
18874,56325,1.369933,2009-04-30,Naked Ambition: An R Rated Look at an X Rated Industry,4.3,11.0,30.0,4.0,2009.0,jueves
18875,319656,0.000559,1983-11-16,Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.0,0.0,16.0,11.0,1983.0,miércoles
18878,72207,12.84554,2012-04-27,The Five-Year Engagement,5.7,466.0,27.0,4.0,2012.0,viernes
18879,194498,0.143995,2002-09-07,The White Darkness,6.3,4.0,7.0,9.0,2002.0,sábado
18882,61410,1.539813,2010-12-03,Spud,7.3,15.0,3.0,12.0,2010.0,viernes
18885,68752,0.542289,1988-01-01,Judgment in Berlin,6.7,3.0,1.0,1.0,1988.0,viernes
18886,28891,12.239661,2009-01-15,Elsewhere,5.8,33.0,15.0,1.0,2009.0,jueves
18887,25154,6.236016,2009-08-21,The Marc Pease Experience,4.3,16.0,21.0,8.0,2009.0,viernes
18888,73336,0.506741,1997-10-01,Buried Alive II,5.2,6.0,1.0,10.0,1997.0,miércoles
18891,31223,0.093773,2007-09-14,In The Hands Of The Gods,5.0,2.0,14.0,9.0,2007.0,viernes
18892,83330,0.315696,2011-10-19,The Catechism Cataclysm,3.9,7.0,19.0,10.0,2011.0,miércoles
18893,70386,4.422049,2011-07-08,The Devil's Rock,5.7,32.0,8.0,7.0,2011.0,viernes
18894,67660,5.264551,2012-04-16,Think Like a Man,6.9,287.0,16.0,4.0,2012.0,lunes
18895,77877,7.740762,2012-04-19,The Lucky One,6.8,981.0,19.0,4.0,2012.0,jueves
18896,48008,0.594784,2009-03-08,Diverted,5.0,1.0,8.0,3.0,2009.0,domingo
18899,84569,0.041185,2010-09-10,Chosin,7.0,1.0,10.0,9.0,2010.0,viernes
18901,17347,2.065753,2008-10-15,Bride Flight,6.9,10.0,15.0,10.0,2008.0,miércoles
18905,73563,0.710603,2011-11-10,The Greening of Whitney Brown,6.0,11.0,10.0,11.0,2011.0,jueves
18906,72387,8.234382,2012-04-16,Safe,6.3,808.0,16.0,4.0,2012.0,lunes
18908,28238,1.682371,2009-12-26,Hamlet,7.3,22.0,26.0,12.0,2009.0,sábado
18911,253808,0.147723,2000-02-16,3rd World Hero,8.5,2.0,16.0,2.0,2000.0,miércoles
18913,91352,0.62378,2011-04-22,The Swell Season,6.4,9.0,22.0,4.0,2011.0,viernes
18917,57119,2.664211,2011-05-06,Jumping the Broom,6.0,57.0,6.0,5.0,2011.0,viernes
18919,15135,5.644681,2009-02-17,Feast III: The Happy Finish,5.0,42.0,17.0,2.0,2009.0,martes
18920,66125,4.881643,2011-08-04,Red Dog,7.1,83.0,4.0,8.0,2011.0,jueves
18921,88478,1.031792,2012-02-09,Any Questions for Ben?,6.2,9.0,9.0,2.0,2012.0,jueves
18923,25799,0.80794,2005-01-07,Amu,6.7,6.0,7.0,1.0,2005.0,viernes
18924,62213,10.665859,2012-05-08,Dark Shadows,5.7,2383.0,8.0,5.0,2012.0,martes
18925,13486,18.691187,2008-07-19,The Scorpion King: Rise of a Warrior,4.3,138.0,19.0,7.0,2008.0,sábado
18926,84177,0.296487,2011-11-19,Big Boys Gone Bananas!*,7.2,7.0,19.0,11.0,2011.0,sábado
18927,58390,0.483302,2007-08-03,Ciao Bella,5.0,1.0,3.0,8.0,2007.0,viernes
18928,140781,0.062936,2011-07-17,Daylight,5.0,1.0,17.0,7.0,2011.0,domingo
18929,89326,3.432947,2011-10-14,96 Minutes,5.6,28.0,14.0,10.0,2011.0,viernes
18930,92000,4.456647,2012-03-05,Columbus Circle,5.9,79.0,5.0,3.0,2012.0,lunes
18931,40161,11.033977,2011-06-06,The Decoy Bride,6.1,68.0,6.0,6.0,2011.0,lunes
18933,77957,6.123723,2011-12-30,Angels Crest,5.9,20.0,30.0,12.0,2011.0,viernes
18937,92493,7.355123,2011-09-10,Edwin Boyd: Citizen Gangster,5.5,16.0,10.0,9.0,2011.0,sábado
18938,50037,4.441525,2010-12-03,Beyond the Black Rainbow,5.7,78.0,3.0,12.0,2010.0,viernes
18939,47479,0.216136,2010-04-25,The Last Play at Shea,4.7,3.0,25.0,4.0,2010.0,domingo
18940,23683,0.545768,2008-10-16,The Poker Club,5.7,3.0,16.0,10.0,2008.0,jueves
