,adult,budget,id,popularity,revenue,title,vote_average,vote_count,day,month,year
30764,False,0,61594,1.942407,0.0,The Grand Duel,5.8,22.0,29.0,12.0,1972.0
30767,False,0,42444,1.794023,0.0,Christmas Vacation '91,4.5,28.0,20.0,12.0,1991.0
30768,False,0,82827,0.002001,0.0,Taste of Life,5.7,3.0,30.0,12.0,1988.0
30769,False,0,32480,3.431432,0.0,The Marquis of Grillo,7.6,74.0,22.0,12.0,1981.0
30770,False,0,74080,0.417886,0.0,Traffic Jam,6.4,14.0,12.0,1.0,1979.0
30771,False,0,56341,0.864819,0.0,The Scopone Game,7.1,17.0,8.0,10.0,1972.0
30772,False,0,146132,0.088596,0.0,The Couples,6.0,2.0,23.0,12.0,1970.0
30773,False,0,73827,0.000308,0.0,Why,6.8,9.0,27.0,10.0,1971.0
30774,False,0,58188,0.840422,0.0,Il medico della mutua,7.0,22.0,23.0,10.0,1968.0
30775,False,0,221717,0.673996,0.0,The Queens,6.0,1.0,14.0,9.0,1966.0
30776,False,0,61799,0.875069,0.0,A Girl in Australia,6.3,9.0,1.0,1.0,1971.0
30777,False,0,81831,0.275855,0.0,The Boom,5.5,4.0,24.0,9.0,1963.0
30778,False,0,162382,1.570917,0.0,To Bed or Not to Bed,7.0,5.0,22.0,12.0,1963.0
30779,False,0,62397,0.201846,0.0,The Teacher from Vigevano,6.0,1.0,24.0,12.0,1963.0
30780,False,0,56343,1.071131,0.0,A Difficult Life,8.6,12.0,19.0,12.0,1961.0
30782,False,0,60046,0.312507,0.0,Il vigile,7.8,29.0,1.0,1.0,1960.0
30783,False,0,48955,0.756513,0.0,Everybody Go Home,6.7,12.0,27.0,10.0,1960.0
30784,False,0,59249,0.196462,0.0,Vacations in Majorca,5.3,2.0,25.0,3.0,1960.0
30785,False,0,5839,0.145653,0.0,The Magliari,5.0,1.0,23.0,9.0,1959.0
30786,False,0,56340,1.223918,0.0,The Widower,7.1,15.0,1.0,1.0,1959.0
30787,False,0,56435,0.312283,0.0,The Sign of Venus,6.7,3.0,12.0,3.0,1955.0
30788,False,0,79025,0.145509,0.0,A Hero of Our Times,7.3,4.0,1.0,1.0,1955.0
30789,False,0,60195,1.397323,0.0,Il conte Max,6.8,8.0,1.0,1.0,1957.0
30790,False,0,82470,0.391239,0.0,The Art of Getting Along,6.3,3.0,28.0,12.0,1954.0
30795,False,0,80647,0.635127,0.0,Chanbara Striptease,3.0,1.0,6.0,6.0,2008.0
30799,False,0,310569,5.458754,0.0,The Second Mother,7.8,169.0,8.0,2.0,2015.0
30804,False,0,44661,0.774415,0.0,Storm,5.5,4.0,11.0,9.0,1999.0
30808,False,0,79854,0.896178,0.0,18 Meals,6.0,2.0,12.0,6.0,2010.0
30827,False,0,325780,0.185157,0.0,Sottozero,6.0,1.0,1.0,1.0,1987.0
30828,False,0,281783,1.220012,0.0,Satyricon,7.9,13.0,27.0,3.0,1969.0
30829,False,0,60038,0.28369,0.0,Il tassinaro,6.5,10.0,1.0,1.0,1983.0
30830,False,0,57999,0.000578,0.0,Io so che tu sai che io so,7.2,6.0,1.0,1.0,1982.0
30831,False,0,47245,2.002687,0.0,Journey with Papa,6.3,33.0,1.0,1.0,1982.0
30832,False,0,82350,0.147757,0.0,Finché c'è guerra c'è speranza,7.3,4.0,20.0,12.0,1974.0
30841,False,0,213095,0.002945,0.0,Bersaglio altezza uomo,0.0,0.0,8.0,3.0,1979.0
30865,False,0,68053,0.035742,0.0,Slap the Monster on Page One,5.4,5.0,19.0,10.0,1972.0
30866,False,0,49725,1.404752,0.0,Tigers in Lipstick,3.5,4.0,16.0,3.0,1979.0
30867,False,0,71776,0.085964,0.0,Hospitals:The White Mafia,5.0,1.0,25.0,8.0,1973.0
30868,False,0,3405,0.598241,0.0,Anyone Can Play,0.5,1.0,2.0,2.0,1968.0
30869,False,0,94770,0.036545,0.0,Anni difficili,5.0,1.0,9.0,9.0,1948.0
30870,False,0,105509,1.325083,0.0,Angelina,5.8,3.0,12.0,11.0,1947.0
30873,False,0,117890,1.253364,0.0,Confessions of a Police Captain,6.3,7.0,26.0,3.0,1971.0
30874,False,0,64465,0.014966,0.0,"The Case Is Closed, Forget It",0.0,0.0,27.0,10.0,1971.0
30875,False,0,87362,0.005984,0.0,High Crime,5.5,5.0,12.0,8.0,1973.0
30876,False,0,57706,0.547061,0.0,Samurai Wolf,7.2,6.0,19.0,11.0,1966.0
30877,False,0,4695,1.844696,0.0,Pappa ante Portas,7.4,31.0,21.0,2.0,1991.0
30886,False,0,14092,8.820107,0.0,Ghost in the Shell 2.0,7.4,117.0,12.0,7.0,2008.0
30898,False,0,23289,1.375491,0.0,Love at First Hiccough,7.1,7.0,15.0,10.0,1999.0
30899,False,0,46343,1.895026,0.0,Oktapodi,6.5,25.0,1.0,1.0,2007.0
30909,False,0,15977,2.610881,0.0,Dev.D,7.3,24.0,6.0,2.0,2009.0
30916,False,0,332980,1.320364,0.0,Little Big Master,7.6,10.0,19.0,3.0,2015.0
30921,False,0,16657,3.470426,0.0,Protégé,6.5,27.0,13.0,4.0,2007.0
30926,False,0,36218,5.190942,0.0,Pokémon: Jirachi Wish Maker,5.7,48.0,19.0,7.0,2003.0
30935,False,0,16846,1.319947,0.0,Gingerdead Man 2: Passion of the Crust,5.4,13.0,4.0,7.0,2008.0
30944,False,0,200117,0.004561,0.0,Il mantenuto,0.0,0.0,26.0,12.0,1961.0
30945,False,0,208305,0.945176,0.0,Cyanide,5.5,5.0,26.0,2.0,2013.0
30946,False,0,246422,1.706097,0.0,Fracture,6.9,15.0,29.0,11.0,2010.0
30948,False,0,202980,2.83054,0.0,Les Petits princes,6.8,57.0,26.0,6.0,2013.0
30949,False,0,61901,2.549224,0.0,The Prodigies,5.6,47.0,7.0,6.0,2011.0
30950,False,0,52474,0.407816,0.0,I Love You Very Much,6.6,4.0,10.0,11.0,2010.0
30951,False,0,37633,0.257249,0.0,Nos amis les Terriens,6.8,4.0,18.0,4.0,2007.0
30952,False,0,65896,0.086451,0.0,Buttoners,7.0,2.0,5.0,10.0,1997.0
30959,False,0,122126,3.056241,0.0,The Concubine,5.9,18.0,6.0,6.0,2012.0
30962,False,0,46983,0.177854,0.0,Le chant du Styrène,5.8,5.0,30.0,9.0,1959.0
30963,False,0,162320,0.038029,0.0,Love Exists,5.0,1.0,11.0,2.0,1960.0
30965,False,0,38811,0.872592,0.0,The Great Madcap,6.2,5.0,25.0,11.0,1949.0
30966,False,0,49097,0.21565,0.0,The Office,6.0,5.0,1.0,1.0,1966.0
30967,False,0,49112,0.325041,0.0,Tramway,5.8,6.0,1.0,1.0,1966.0
30968,False,0,227679,2.199471,50000000.0,Pokémon the Movie: Genesect and the Legend Awakened,5.9,27.0,13.0,7.0,2013.0
30969,False,0,39057,2.969691,50673078.0,Pokémon: Arceus and the Jewel of Life,6.7,35.0,18.0,7.0,2009.0
30970,False,0,25961,3.851534,42238454.0,Pokémon: The Rise of Darkrai,6.4,41.0,14.0,7.0,2007.0
30971,False,0,34067,3.59535,0.0,Pokémon: Lucario and the Mystery of Mew,6.4,53.0,16.0,7.0,2005.0
30989,False,2,305747,1.259813,0.0,Hoovey,5.9,10.0,31.0,1.0,2015.0
30998,False,0,31140,0.476429,0.0,Party 7,5.5,5.0,27.0,9.0,2000.0
31007,False,0,82806,0.246259,0.0,Prova a volare,6.0,6.0,24.0,8.0,2007.0
31009,False,0,64155,0.038824,0.0,La Notte del mio primo amore,4.0,1.0,11.0,8.0,2006.0
31010,False,0,58525,0.003848,0.0,Parole sante,0.0,0.0,1.0,1.0,2007.0
31011,False,0,39335,0.419892,0.0,Moebius,5.3,6.0,17.0,10.0,1996.0
31019,False,0,128209,0.205314,0.0,The Towrope,6.3,3.0,19.0,5.0,2012.0
31021,False,0,84056,0.996423,0.0,Un'estate al mare,4.2,40.0,27.0,6.0,2008.0
31023,False,0,57967,0.653364,0.0,Sweet Dreams,6.4,9.0,10.0,9.0,1981.0
31026,False,0,13748,3.668405,2.0,A Ticket to Space,5.4,30.0,16.0,1.0,2006.0
31029,False,0,115187,0.166183,0.0,Pasolini prossimo nostro,4.8,2.0,24.0,11.0,2006.0
31033,False,0,105680,1.457016,0.0,Love in the Buff,6.3,15.0,30.0,3.0,2012.0
31056,False,0,285649,0.072941,0.0,L'erba proibita,8.0,2.0,13.0,12.0,2002.0
31060,False,0,188684,0.434999,0.0,Punishment Room,7.5,3.0,28.0,6.0,1956.0
31061,False,0,33723,1.268879,0.0,The Eye: Infinity,4.9,11.0,24.0,3.0,2005.0
31062,False,0,206237,0.31851,0.0,Ray of Sunshine,5.5,2.0,25.0,8.0,1933.0
31063,False,0,38918,1.39567,0.0,Kiss me Kismet,6.2,3.0,30.0,3.0,2006.0
31064,False,0,217412,1.21392,0.0,Da geht noch was!,5.8,15.0,12.0,9.0,2013.0
31073,False,0,94935,0.095935,0.0,The Temple,0.0,0.0,4.0,11.0,2011.0
31074,False,0,313646,0.081157,0.0,Mumbai Pune Mumbai,7.3,2.0,11.0,6.0,2010.0
31076,False,0,192573,0.000844,0.0,Zapatlela,9.0,1.0,1.0,1.0,1993.0
31078,False,0,334449,0.003445,0.0,The Village Had No Walls,0.0,0.0,1.0,4.0,1995.0
31080,False,0,91527,0.088886,0.0,Vaastupurush,7.5,1.0,,,
31081,False,0,109515,0.042453,0.0,Me Shivajiraje Bhosale Boltoy,8.0,1.0,2.0,4.0,2009.0
31082,False,200,249677,0.110029,0.0,Time Pass,10.0,1.0,3.0,1.0,2014.0
31085,False,0,214210,2.569986,0.0,Eastern Boys,6.4,39.0,2.0,4.0,2013.0
31090,False,0,3026,0.573507,0.0,The Testament of Dr. Cordelier,5.9,7.0,1.0,1.0,1959.0
31093,False,0,303483,4.465918,0.0,Les Héritiers,7.8,92.0,3.0,12.0,2014.0
31095,False,0,49398,1.564678,0.0,Quarter to Two Before Jesus Christ,6.3,26.0,5.0,10.0,1982.0
31096,False,0,128767,1.731652,0.0,God Loves Caviar,3.9,11.0,11.0,10.0,2012.0
31103,False,9700000,272435,5.105914,154701.0,Gemma Bovery,6.2,86.0,10.0,9.0,2014.0
31104,False,10000000,290556,1.35921,0.0,Viktor,5.0,2.0,4.0,9.0,2014.0
31111,False,0,92424,3.00035,0.0,The Art of Love,5.4,17.0,23.0,11.0,2011.0
31113,False,0,230217,1.54419,0.0,Soof,5.7,30.0,12.0,12.0,2013.0
31117,False,0,37789,0.134032,0.0,R.O.D - Read or Die,5.0,3.0,23.0,5.0,2001.0
31125,False,0,4645,2.238474,0.0,Ödipussi,6.7,36.0,10.0,3.0,1988.0
31128,False,0,21896,0.28309,0.0,Yes Nurse! No Nurse!,7.2,6.0,6.0,9.0,2002.0
31130,False,0,65683,0.835895,0.0,Dil,6.9,6.0,22.0,6.0,1990.0
31132,False,0,63326,1.17723,0.0,The Perfect Student,3.8,4.0,1.0,3.0,2011.0
31137,False,0,68193,5.959698,0.0,The Perfect Teacher,4.9,14.0,12.0,9.0,2010.0
31148,False,0,159763,0.373318,0.0,A Nanny's Revenge,5.3,2.0,20.0,10.0,2012.0
31155,False,0,242466,1.431687,0.0,The Surrogate,3.9,7.0,1.0,1.0,2013.0
31166,False,0,118406,5.525454,17322136.0,Naruto Shippuden the Movie: Road to Ninja,7.4,81.0,28.0,7.0,2012.0
31184,False,0,41993,1.47831,0.0,Love in a Puff,6.5,20.0,25.0,3.0,2010.0
31186,False,0,42140,1.145024,0.0,The Boat Is Full,7.3,4.0,25.0,4.0,1981.0
31188,False,0,104431,0.596184,0.0,Kept and Dreamless,6.3,3.0,6.0,6.0,2005.0
31189,False,0,43764,0.145281,0.0,The Fish Fall in Love,3.8,2.0,1.0,1.0,2006.0
31196,False,0,46106,0.633298,0.0,Caterpillar,7.6,7.0,14.0,8.0,2010.0
31197,False,0,74666,0.552703,0.0,Jaffa,5.0,6.0,10.0,6.0,2009.0
31202,False,0,43773,0.972699,0.0,The Deserted Station,6.3,3.0,1.0,1.0,2002.0
31203,False,0,36329,0.899398,0.0,Paju,5.6,7.0,28.0,10.0,2009.0
31204,False,0,117343,0.251538,0.0,The Garden of Earthly Delights,7.0,3.0,1.0,1.0,2004.0
31206,False,0,243462,0.033579,0.0,The Exonerated,0.0,0.0,6.0,3.0,2006.0
31218,False,0,171648,0.697558,0.0,It’s Only Make Believe,6.0,4.0,22.0,3.0,2013.0
31219,False,0,75981,0.239318,0.0,La France,7.2,5.0,21.0,11.0,2007.0
31222,False,0,30688,1.406225,0.0,Gemini,5.5,8.0,9.0,6.0,2005.0
31229,False,0,209248,0.160651,0.0,Gräfin Mariza,6.0,1.0,17.0,12.0,1958.0
31231,False,0,213648,0.003448,0.0,L'uomo della carità,0.0,0.0,,,
31234,False,0,284729,0.41221,0.0,Killa,8.0,3.0,11.0,2.0,2014.0
31237,False,0,49190,1.089218,6500000.0,Antarctic Journal,5.9,14.0,19.0,5.0,2005.0
31240,False,0,146371,1.309583,0.0,"Don't Cry, Mommy",7.1,12.0,22.0,11.0,2012.0
31242,False,0,179641,1.93846,0.0,Chloé,5.4,6.0,1.0,1.0,1996.0
31247,False,0,253622,2.071283,0.0,That Demon Within,5.6,17.0,8.0,2.0,2014.0
31248,False,0,25764,1.45696,0.0,Dasepo Naughty Girls,5.6,8.0,10.0,8.0,2006.0
31252,False,0,29562,1.604674,0.0,Fascination,7.1,13.0,1.0,1.0,1979.0
31255,False,0,57327,0.410894,0.0,Post Coitum,6.0,2.0,29.0,8.0,1997.0
31256,False,0,63319,0.776292,0.0,Belle épine,5.6,10.0,10.0,11.0,2010.0
31264,False,9000000,139374,2.754608,0.0,Bullit & Ripper,5.6,48.0,2.0,12.0,2012.0
31266,False,0,251671,0.90414,0.0,Heart Street,6.7,7.0,13.0,3.0,2014.0
31272,False,0,58487,0.334757,0.0,La stratégie de l'échec,6.3,9.0,28.0,1.0,2000.0
31276,False,0,100061,0.224111,0.0,Son of a Lion,6.0,1.0,6.0,10.0,2007.0
31286,False,0,6962,1.277066,0.0,The Hunt for the Hidden Relic,6.0,13.0,5.0,12.0,2002.0
31287,False,0,16355,1.719684,0.0,Sonic The Hedgehog: The Movie,6.6,9.0,31.0,5.0,1996.0
31290,False,0,45948,1.127513,0.0,A Story of Water,5.6,13.0,1.0,1.0,1961.0
31291,False,0,143344,0.191219,404075.0,El truco del manco,6.3,2.0,7.0,11.0,2008.0
31292,False,0,49711,0.000578,0.0,The Laboratory of Fear,6.0,1.0,1.0,1.0,1971.0
31293,False,0,43027,0.294809,0.0,Teen Kanya,7.9,4.0,5.0,5.0,1961.0
31294,False,0,45997,0.839786,0.0,Who Killed Pasolini?,7.0,8.0,3.0,9.0,1995.0
31309,False,0,22373,3.549715,0.0,Saturn in Opposition,6.8,71.0,23.0,2.0,2007.0
31310,False,2500000,254472,3.51172,0.0,Stung,4.9,63.0,3.0,7.0,2015.0
31312,False,0,248934,14.061194,0.0,Beloved Sisters,5.5,20.0,31.0,7.0,2014.0
31321,False,0,141603,0.200777,0.0,Hooligan,7.2,5.0,4.0,9.0,1998.0
31325,False,2137000,346490,0.431364,0.0,Babai,7.0,2.0,28.0,6.0,2015.0
31328,False,0,72808,0.21695,0.0,The Flesh,6.0,3.0,21.0,8.0,1991.0
31329,False,0,148757,0.386369,0.0,The House of Smiles,6.5,2.0,1.0,3.0,1991.0
31331,False,0,81787,0.060908,0.0,The Future Is Woman,7.0,1.0,15.0,9.0,1984.0
31332,False,0,53914,1.44879,0.0,The Story of Piera,5.5,6.0,2.0,2.0,1983.0
31333,False,0,53648,0.439138,0.0,Seeking Asylum,4.7,3.0,24.0,10.0,1979.0
31334,False,0,3935,1.694961,0.0,The Last Woman,6.0,6.0,20.0,4.0,1976.0
31335,False,0,63176,0.682909,0.0,Liza,6.8,3.0,11.0,8.0,1972.0
31336,False,0,81775,0.802046,0.0,The Audience,5.8,4.0,1.0,1.0,1972.0
31338,False,0,99095,0.114038,0.0,"Oggi, domani, dopodomani",6.8,3.0,28.0,12.0,1965.0
31339,False,0,150605,0.42292,0.0,The Wedding March,7.5,4.0,25.0,4.0,1965.0
31340,False,0,61823,1.172612,0.0,The Ape Woman,8.2,5.0,31.0,1.0,1964.0
31341,False,0,67378,0.190725,0.0,The Conjugal Bed,4.9,5.0,1.0,1.0,1963.0
31342,False,0,99883,1.095766,0.0,The Wheelchair,7.1,8.0,3.0,11.0,1960.0
31343,False,0,110924,0.373243,0.0,The Little Apartment,7.0,4.0,15.0,6.0,1959.0
31358,False,0,332354,0.772191,0.0,Rey gitano,4.2,13.0,17.0,7.0,2015.0
31371,False,0,98349,0.159727,0.0,Love Comes Lately,5.5,3.0,9.0,9.0,2007.0
31373,False,0,59147,0.710598,0.0,Bits & Pieces,3.5,2.0,1.0,2.0,1996.0
31381,False,0,15638,5.482028,0.0,Ultimate Heist,4.7,31.0,3.0,3.0,2009.0
31382,False,0,57709,0.747541,0.0,Battle of the Brave,5.5,4.0,19.0,11.0,2004.0
31388,False,0,120457,3.493423,0.0,Drifters,6.2,9.0,9.0,9.0,2011.0
31391,False,0,65973,1.579885,0.0,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,5.9,26.0,6.0,8.0,1993.0
31392,False,5000000,303857,11.350372,61768190.0,Dragon Ball Z: Resurrection 'F',6.8,377.0,18.0,4.0,2015.0
31397,False,0,131830,0.600785,0.0,"Rag. Arturo De Fanti, bancario precario",5.5,5.0,14.0,3.0,1980.0
31398,False,0,37501,1.34614,0.0,Vieni avanti cretino,7.4,34.0,7.0,4.0,1982.0
31399,False,0,156140,0.174012,0.0,To My Dear Mother on Her Birthday,6.5,1.0,22.0,8.0,1974.0
31403,False,0,27379,1.018081,0.0,The Apocalypse Code,5.7,8.0,2.0,10.0,2007.0
31405,False,0,32158,2.096442,0.0,The Restless,5.9,20.0,20.0,12.0,2006.0
31407,False,18000000,316654,1.377993,1500000.0,Bombay Velvet,5.4,17.0,15.0,5.0,2015.0
31409,False,0,70669,0.679519,0.0,Dark Souls,4.4,9.0,14.0,1.0,2011.0
31411,False,0,259075,3.2e-05,0.0,Cave of the Sharks,0.0,0.0,28.0,6.0,1978.0
31412,False,0,294819,0.01541,0.0,"Colpo grosso, grossissimo...anzi probabile",0.0,0.0,31.0,3.0,1972.0
31413,False,0,105087,0.131321,0.0,Cross Current,5.0,1.0,20.0,8.0,1971.0
31415,False,0,293270,0.305299,0.0,Sistemo l'America e torno,6.5,1.0,16.0,9.0,1974.0
31416,False,0,124504,0.622694,0.0,What Am I Doing in the Middle of the Revolution?,5.0,1.0,18.0,12.0,1972.0
31441,False,0,319090,0.292345,0.0,The Chinese Mayor,6.8,4.0,6.0,3.0,2015.0
31455,False,1900000,134018,0.814379,0.0,House of the Sleeping Beauties,6.2,5.0,2.0,11.0,2006.0
31465,False,0,12638,0.543341,0.0,Kill Cruise,4.5,2.0,5.0,4.0,1990.0
31467,False,0,219248,0.580768,0.0,Wicked Ways,0.0,0.0,21.0,12.0,1999.0
31480,False,0,188758,0.422961,0.0,Nothing Bad Can Happen,6.8,8.0,28.0,9.0,2013.0
31487,False,5000000,273169,6.976069,12058187.0,French Women,5.6,127.0,4.0,6.0,2014.0
31489,False,0,134679,0.031907,0.0,Meet Him And Die,5.0,1.0,8.0,10.0,1976.0
31491,False,0,154980,1.642119,0.0,East Wind,0.0,0.0,20.0,1.0,1993.0
31495,False,300000,66346,0.208012,0.0,Aalavandhan,7.5,4.0,16.0,11.0,2001.0
31496,False,0,127856,1.435618,0.0,Augustine,5.7,13.0,7.0,11.0,2012.0
31507,False,0,57311,0.270254,0.0,"Thelma, Louise et Chantal",5.3,5.0,3.0,3.0,2010.0
31509,False,5000000,77000,2.585503,0.0,Bar Sport,4.7,47.0,21.0,10.0,2011.0
31510,False,6000000,85038,5.219214,35000000.0,Welcome to the North,5.6,276.0,18.0,1.0,2012.0
31511,False,8100000,61940,1.330845,0.0,Some Say No,5.9,27.0,1.0,1.0,2011.0
31513,False,0,58444,4.812756,0.0,Women Vs Men,5.3,133.0,4.0,2.0,2011.0
31514,False,0,42679,0.899416,0.0,Giulia Doesn't Date at Night,7.0,8.0,27.0,2.0,2009.0
31515,False,0,56041,0.694441,0.0,Unlikely Revolutionaries,5.1,10.0,22.0,10.0,2010.0
31516,False,0,139504,1.270181,0.0,The Commander and the Stork,6.6,10.0,18.0,10.0,2012.0
31517,False,0,63190,0.121946,0.0,The Father and the Foreigner,6.0,1.0,1.0,1.0,2010.0
31518,False,6843500,147868,3.800073,10703234.0,The Worst Christmas of My Life,5.5,86.0,22.0,12.0,2012.0
31519,False,0,63365,0.153944,0.0,The First Assignment,6.0,2.0,6.0,5.0,2011.0
31520,False,0,133788,1.572491,0.0,Il rosso e il blu,6.0,22.0,1.0,1.0,2012.0
31521,False,0,108664,0.061275,0.0,Isole,0.0,1.0,10.0,5.0,2011.0
31523,False,3000000,73869,0.478151,0.0,The Last Man on Earth,5.5,5.0,9.0,9.0,2011.0
31524,False,0,46128,0.700823,0.0,La bella società,4.0,2.0,21.0,5.0,2009.0
31525,False,0,57713,0.111765,0.0,La scuola è finita,6.8,3.0,12.0,11.0,2010.0
31526,False,11000000,77944,5.010563,12935800.0,La peggior settimana della mia vita,5.9,96.0,27.0,10.0,2011.0
31527,False,0,58518,1.117175,0.0,La vita facile,6.1,21.0,4.0,3.0,2011.0
31529,False,0,56844,0.776056,0.0,The White Space,5.6,8.0,8.0,9.0,2009.0
31530,False,0,56014,5.146043,0.0,Men Vs Women,5.5,149.0,27.0,10.0,2010.0
31531,False,0,59570,4.832601,0.0,Escort in love,6.0,107.0,18.0,3.0,2011.0
31532,False,0,58453,0.335542,0.0,Niente paura,6.0,2.0,1.0,1.0,2010.0
31533,False,0,60650,0.808765,0.0,Tous les soleils,6.5,12.0,23.0,3.0,2011.0
31534,False,0,145872,0.081611,0.0,Scattered Cloud,5.5,2.0,6.0,9.0,2011.0
31535,False,0,56400,1.062729,0.0,A Matter of Heart,6.1,13.0,17.0,4.0,2009.0
31536,False,0,58531,0.389291,0.0,Saimir's decision,6.7,3.0,1.0,1.0,2004.0
31537,False,0,72057,0.360795,0.0,Sorelle Mai,7.0,2.0,16.0,3.0,2011.0
31538,False,0,123375,1.197777,0.0,A Special Day,4.8,5.0,4.0,10.0,2012.0
31539,False,0,160844,0.126154,0.0,Una donna per la vita,5.3,3.0,21.0,9.0,2012.0
31540,False,0,49850,1.462024,1700000.0,A Quiet Life,6.4,22.0,5.0,11.0,2010.0
31541,False,0,169692,0.430112,0.0,The Landlords,4.8,6.0,13.0,3.0,2012.0
31542,False,0,137315,3.211308,0.0,Every Blessed Day,7.1,59.0,10.0,10.0,2012.0
31543,False,0,219067,0.016145,0.0,Venti anni,0.0,0.0,26.0,3.0,2012.0
31544,False,2700000,166262,0.263761,0.0,All'ultima spiaggia,4.0,5.0,4.0,10.0,2012.0
31545,False,0,141810,0.409337,0.0,Gli equilibristi,7.0,9.0,1.0,1.0,2012.0
31546,False,0,162282,2.59776,0.0,A Perfect Family,6.6,33.0,28.0,11.0,2012.0
31547,False,0,58013,3.670624,0.0,The Santa Claus Gang,5.8,185.0,17.0,12.0,2010.0
31548,False,0,146364,0.536977,0.0,Cosimo and Nicole,6.6,7.0,29.0,11.0,2012.0
31549,False,0,238705,0.116686,0.0,The Bad Child,8.3,2.0,20.0,11.0,2013.0
31550,False,0,195544,2.51699,0.0,Crazy Me,5.9,47.0,24.0,1.0,2013.0
31551,False,0,171826,0.950908,0.0,All Against All,5.8,11.0,28.0,2.0,2013.0
31552,False,0,175116,5.566747,0.0,Out of the Blue,5.9,73.0,14.0,3.0,2013.0
31553,False,0,156547,3.972868,0.0,Mai Stati Uniti,5.8,61.0,3.0,1.0,2012.0
31554,False,0,158182,0.490065,0.0,There Will Come a Day,6.0,4.0,21.0,1.0,2013.0
31555,False,0,184681,0.016443,0.0,Tutto parla di te,0.0,0.0,13.0,4.0,2012.0
31556,False,0,270479,1.793601,0.0,Ammutta muddica al cinema,6.3,43.0,16.0,10.0,2013.0
31557,False,0,178915,4.709454,9500000.0,Welcome Mr. President!,6.1,133.0,19.0,3.0,2013.0
31558,False,2500000,186982,1.028915,0.0,Passione sinistra,5.7,18.0,18.0,4.0,2013.0
31559,False,0,182415,5.665259,0.0,"Bianca come il latte, rossa come il sangue",6.3,153.0,2.0,4.0,2013.0
31560,False,0,169069,1.229133,0.0,Studio illegale,4.3,9.0,6.0,2.0,2013.0
31562,False,0,58204,1.464137,0.0,Love & Slaps,6.0,20.0,17.0,12.0,2010.0
31563,False,2000000,250219,6.592949,0.0,I Can Quit Whenever I Want,7.4,327.0,6.0,2.0,2014.0
31564,False,0,249457,1.585518,0.0,La gente che sta bene,4.5,29.0,29.0,1.0,2014.0
31566,False,0,153774,1.051148,13983.0,The Future,5.7,9.0,6.0,9.0,2013.0
31567,False,0,262789,2.193513,0.0,Ti ricordi di me?,6.9,46.0,3.0,4.0,2014.0
31569,False,0,247218,4.40496,0.0,Un boss in salotto,6.0,111.0,1.0,1.0,2014.0
31570,False,0,231565,0.361771,0.0,"Zoran, il mio nipote scemo",6.6,9.0,31.0,10.0,2013.0
31571,False,0,197089,1.254597,0.0,A Castle in Italy,5.8,10.0,30.0,10.0,2013.0
31573,False,0,226936,4.195326,0.0,Aspirante vedovo,4.5,84.0,10.0,10.0,2013.0
31574,False,0,234356,1.875188,0.0,L'ultima ruota del carro,6.4,27.0,14.0,11.0,2013.0
31575,False,0,56853,0.796792,0.0,We Believed,5.8,6.0,12.0,11.0,2010.0
31576,False,0,228290,1.839066,0.0,Una piccola impresa meridionale,5.2,21.0,17.0,10.0,2013.0
31577,False,110,235208,1.497667,0.0,Come il vento,6.4,5.0,10.0,11.0,2013.0
31579,False,0,301272,3.786727,0.0,Andiamo a quel paese,5.9,94.0,6.0,11.0,2014.0
31580,False,0,262785,0.125804,0.0,I corpi estranei,5.8,2.0,12.0,11.0,2013.0
31582,False,0,38328,2.105611,0.0,Che ne sarà di noi,5.6,46.0,1.0,1.0,2004.0
31583,False,0,57112,5.038131,0.0,Tu la conosci Claudia?,6.6,183.0,15.0,12.0,2004.0
31584,False,0,42808,0.921548,0.0,The Man Who Will Come,6.8,13.0,16.0,10.0,2009.0
31585,False,0,58703,0.237707,0.0,La scuola,7.4,10.0,6.0,4.0,1995.0
31586,False,0,57110,0.248596,0.0,The Yes Man,7.2,6.0,5.0,4.0,1991.0
31587,False,0,58714,0.964569,0.0,Due partite,6.6,15.0,1.0,1.0,2009.0
31588,False,0,62349,0.351224,0.0,Alza la testa,6.8,3.0,6.0,11.0,2009.0
31590,False,0,42675,2.025901,0.0,Genitori & figli:) - Agitare bene prima dell'uso,5.4,39.0,26.0,2.0,2010.0
31591,False,0,56994,0.578479,0.0,The Second Wedding Night,6.4,8.0,11.0,11.0,2005.0
31592,False,5940000,51917,3.372144,4250000.0,A Whole Life Ahead,6.5,65.0,28.0,3.0,2008.0
31593,False,0,56974,0.943728,0.0,Black and White,5.5,10.0,11.0,1.0,2008.0
31595,False,0,58011,0.516496,0.0,Let's Hope It's a Girl,6.5,5.0,1.0,1.0,1986.0
31596,False,0,58400,1.597821,0.0,Just a Father,6.9,24.0,1.0,1.0,2008.0
31597,False,10000000,15681,5.048144,0.0,Ex,5.4,101.0,6.0,2.0,2009.0
31598,False,0,53957,4.314133,0.0,La matassa,6.6,83.0,13.0,3.0,2009.0
31599,False,0,56339,4.388407,0.0,Qualunquemente,5.6,99.0,21.0,1.0,2011.0
31600,False,0,35554,6.40477,0.0,Cado dalle nubi,6.5,299.0,27.0,11.0,2009.0
31601,False,0,58060,0.465041,0.0,The Jewel,6.0,11.0,4.0,3.0,2011.0
